job_id,agency,#_of_positions,business_title,level,job_category,career_level,salary_range_from,salary_range_to,salary_frequency,preferred_skills,posting_date,post_until
616467,dept of design construction,1,senior project administrator,02,engineering architecture planning,manager,81571.0,93807.0,annual,candidates must have a minimum of three years of experience in the related environmental work described above possess the nysdec 4hour erosion and sediment control certificate is preferred familiarity with new york city native species planting guide and tree planting standards and the new york state department of environmental conservation nysdec rules and regulations related to both tidal wetland and freshwater wetlands and us army corps of engineers usacoe permit regulations is a plus candidates should have excellent written communication skills proficiency in microsoft office experience with primavera p6 scheduling is a plus,,
632475,bronx district attorney,1,integration engineer,02,technology data innovation legal affairs public safety inspections enforcement,experienced nonmanager,93288.0,130988.0,annual,,2024-04-04,2025-04-04
631337,off of payroll administration,1,union services analyst,01,policy research analysis,experienced nonmanager,66349.0,99190.0,annual,,,
626247,dept of healthmental hygiene,2,inspector,01,health public safety inspections enforcement,experienced nonmanager,49961.0,57455.0,annual,this position draws on technical and scientific skills as well as effective communication skills candidates should have excellent verbal written interpersonal and organizational skills preference will be given to the candidates with at least 1 year of field experience with inspections,,2024-08-20
620258,law department,2,motor vehicle operator part time,00,building operations maintenance,experienced nonmanager,20.9143,26.1288,hourly,a four year high school diploma or its educational equivalent,,
595131,hradept of social services,4,clerical associate,03,social services,entrylevel,39763.0,45728.0,annual,,,
623491,dept of healthmental hygiene,1,forensic mortuary technician i,01,health,experienced nonmanager,43074.0,55904.0,annual,,,
628620,dept of healthmental hygiene,1,project coordinator bureau of the public health laboratory,02,health policy research analysis,experienced nonmanager,82506.0,94882.0,annual,,2024-05-03,2024-07-03
628902,district attorneymanhattan,1,hr generalist,00,administration human resources,experienced nonmanager,75035.0,83013.0,annual,,2024-06-03,2024-06-04
569696,department of transportation,1,project engineer,01,engineering architecture planning,experienced nonmanager,67757.0,98128.0,annual,working knowledge of autocad adobe acrobat microsoft windows microsoft word and microsoft excel,2023-01-02,
586294,bronx district attorney,1,supervising assistant district attorney discovery compliance bureau,00,legal affairs public safety inspections enforcement,manager,135000.0,165000.0,annual,,2023-09-05,2024-05-08
633188,dept of environment protection,1,accountable manager,02,engineering architecture planning public safety inspections enforcement,experienced nonmanager,88026.0,122295.0,annual,,,
625912,district attorneymanhattan,1,contract administrator,00,legal affairs,entrylevel,68000.0,80000.0,annual,,2024-07-03,2024-05-27
634186,district attorneymanhattan,1,case coordinator,00,legal affairs,entrylevel,55766.0,67384.0,annual,,,2024-06-22
536680,hradept of social services,1,advent job center liaison,02,administration human resources social services,experienced nonmanager,53057.0,77124.0,annual,,2023-03-08,
628594,dept of environment protection,1,kingston aqueduct monitoring supervisor,03,health public safety inspections enforcement,experienced nonmanager,77829.0,110059.0,annual,,,2024-05-17
615500,bronx district attorney,1,director of employee wellness,4a,administration human resources communications intergovernmental affairs health legal affairs policy research analysis public safety inspections enforcement,manager,118480.0,118480.0,annual,,2023-09-11,2024-11-03
621271,hradept of social services,2,psychiatric nurse practitioner,02,health,experienced nonmanager,137424.0,137424.0,annual,,,
618355,dept of environment protection,2,accountable manager,03,engineering architecture planning public safety inspections enforcement,experienced nonmanager,98470.0,133496.0,annual,,2024-02-01,
633203,dept of healthmental hygiene,2,clinical social worker bureau of public health clinics,00,health,experienced nonmanager,72603.0,83493.0,annual,,,2025-04-16
582502,department of transportation,1,summer intern,00,engineering architecture planning,student,15.0,17.5,hourly,knowledge of microsoft word excel and powerpoint,2023-12-04,
506854,department of transportation,2,senior timekeeper,01,administration human resources,experienced nonmanager,60718.0,90773.0,annual,knowledge and experience using citytime pms rmds nycaps and pi,2021-03-12,
601586,dept of healthmental hygiene,1,public health adviser i parttime bureau of school health,01,constituent services community programs health policy research analysis,experienced nonmanager,23.39,30.18,hourly,knowledge of dohmh and doe personnel policies and procedures excellent interpersonal communication and presentation skills,,2024-05-31
581719,dept of environment protection,1,scada support specialist,02,technology data innovation,experienced nonmanager,85371.0,109990.0,annual,,,
586321,bronx district attorney,10,special victims division major case assistant district attorney,00,legal affairs public safety inspections enforcement,experienced nonmanager,115000.0,165000.0,annual,,2023-09-05,2024-05-08
585576,dept of design construction,1,chief environmental code compliance,02,engineering architecture planning,experienced nonmanager,67757.0,89502.0,annual,candidates should possess a supervisory experience and a minimum of 5 years of environmental construction and field auditing experience candidates with thorough knowledge of federal state and local environmental regulations specifically nysdec nycdep fhwa ceqr seqr rcra osha and nycdob and osha 40hour hazwoper osha 10 or 30hour construction safety certificate are preferred candidates should have excellent verbal and written communication skills,2023-05-05,
